id	Path	Artist	Title	Material	Dimensions	Signature/Inscriptions	Provenance	Source	Accession Number(s)	Name	Description	Artist Sort	Keywords	Height	Width	Foreground R	Foreground B	Foreground G	H	S	V	x	y
WA1845.24	WA1845.24.jpg	attributed to Jacques de l'Ange (documented 1631-2 - 1642)	An old Woman holding a Heart: 'Envy'	oil on copper	36 x 28 cm				WA1845.24	White 1999, p. 182	The seven paintings numbered A22 to A28 form a set representing The Seven Deadly Sins. They have been linked with a series of larger paintings on canvas, now divided between various collections which have been attributed to the author of a painting of <i>The Holy Family</i>in the Noordbrabants Museum in s'-Hertogenbosch, signed: <i>JAD</i>. These initials have been associated with Jacques de l'Ange, a little known Flemish painter. The painting which relates to <i>Avarice</i>(Gem&auml;ldegalerie, Kassel) is dated 1642.	de l'Ange, Jacques , attributed to documented 1631-2 - 1642	people, adult, painting, art, portrait, affection, man, baby, two, religion, woman, facial expression, boy, elderly, one, wear, child, family, reclining, three	36.0	28	162.0	133.0	82.0	38.0	0.49	0.64	2.876974918630415	-18.671411771520795
WA1845.25	WA1845.25.jpg	attributed to Jacques de l'Ange (documented 1631-2 - 1642)	A sleeping Man: 'Sloth'	oil on copper	36 x 28 cm				WA1845.25	White 1999, p. 182	The seven paintings numbered A22 to A28 form a set representing The Seven Deadly Sins. They have been linked with a series of larger paintings on canvas, now divided between various collections which have been attributed to the author of a painting of <i>The Holy Family</i>in the Noordbrabants Museum in s'-Hertogenbosch, signed: <i>JAD</i>. These initials have been associated with Jacques de l'Ange, a little known Flemish painter. The painting which relates to <i>Avarice</i>(Gem&auml;ldegalerie, Kassel) is dated 1642.	de l'Ange, Jacques , attributed to documented 1631-2 - 1642	painting, people, adult, art, religion, saint, Renaissance, Mary, baby, aura, god, nude, man, woman, two, book, Madonna, boy, baroque, one	36.0	28	152.0	112.0	62.0	33.0	0.59	0.6	2.3956973409378515	-19.23205353816694
WA1845.26	WA1845.26.jpg	attributed to Jacques de l'Ange (documented 1631-2 - 1642)	An old Woman weighing Gold: 'Avarice'	oil on copper	36 x 28 cm	Dated: <em>1642</em>			WA1845.26	White 1999, p. 182	The seven paintings numbered A22 to A28 form a set representing The Seven Deadly Sins. They have been linked with a series of larger paintings on canvas, now divided between various collections which have been attributed to the author of a painting of <i>The Holy Family</i>in the Noordbrabants Museum in s'-Hertogenbosch, signed: <i>JAD</i>. These initials have been associated with Jacques de l'Ange, a little known Flemish painter. The painting which relates to the Ashmolean's <i>Avarice</i>(Gem&auml;ldegalerie, Kassel) is dated 1642.	de l'Ange, Jacques , attributed to documented 1631-2 - 1642	people, painting, religion, group, adult, man, art, three, woman, elderly, child, family, baby, two, affection, wear, god, facial expression, boy, interaction	36.0	28	153.0	120.0	72.0	35.0	0.53	0.6	2.8779463115646466	-18.093271327041702
WA1845.27	WA1845.27.jpg	attributed to Jacques de l'Ange (documented 1631-2 - 1642)	A Man drinking: 'Gluttony'	oil on copper	36 x 28 cm				WA1845.27	White 1999, p. 182	The seven paintings numbered A22 to A28 form a set representing The Seven Deadly Sins. They have been linked with a series of larger paintings on canvas, now divided between various collections which have been attributed to the author of a painting of <i>The Holy Family</i>in the Noordbrabants Museum in s'-Hertogenbosch, signed: <i>JAD</i>. These initials have been associated with Jacques de l'Ange, a little known Flemish painter. The painting which relates to <i>Avarice</i>(Gem&auml;ldegalerie, Kassel) is dated 1642.	de l'Ange, Jacques , attributed to documented 1631-2 - 1642	people, painting, group, religion, adult, Renaissance, baby, Mary, saint, boy, art, aura, three, famous, man, woman, god, four, child, baroque	36.0	28	159.0	120.0	72.0	33.0	0.55	0.62	2.2687295303311825	-18.876303890281854
WA1845.28	WA1845.28.jpg	attributed to Jacques de l'Ange (documented 1631-2 - 1642)	A young Man with a Sword restrained by a young Woman: 'Anger'	oil on copper	36 x 28 cm				WA1845.28	White 1999, p. 182	The seven paintings numbered A22 to A28 form a set representing The Seven Deadly Sins. They have been linked with a series of larger paintings on canvas, now divided between various collections which have been attributed to the author of a painting of <i>The Holy Family</i>in the Noordbrabants Museum in s'-Hertogenbosch, signed: <i>JAD</i>. These initials have been associated with Jacques de l'Ange, a little known Flemish painter. The painting which relates to <i>Avarice</i>(Gem&auml;ldegalerie, Kassel) is dated 1642.	de l'Ange, Jacques , attributed to documented 1631-2 - 1642	people, painting, art, adult, wear, woman, two, man, religion, portrait, illustration, child, three, retro, baby, boy, one, war, group, affection	36.0	28	159.0	137.0	78.0	43.0	0.51	0.62	3.4438795561113658	-15.36867513152959
WA1845.29	WA1845.29.jpg	follower of Carlo Maratta (1625 - 1713)	The Sacrifice of Noah	oil on canvas	118 x 166 cm			Presented by John Cornish, 1759	WA1845.29	Wright 1985-6, p. 161	Noah gives thanks to God for having saved him and his family from the destruction of mankind by flood (Genesis 9: 20-21). On accession, A29 was attributed to S&eacute;bastien Bourdon. It has been heavily restored. The composition is based on a popular mid-17th-century design, deriving from Poussin (with numerous variations by Genoese, Neapolitan and French artists) and developed by Carlo Maratta. A29 may date from the 1670s or 1680s by an artist who knew the work of Maratta.	Maratta, Carlo , follower of 1625 - 1713	people, group, many, adult, art, several, man, wear, group, woman, music, recreation, military, veil, child, dancing, pain, cavalry, administration, outfit	118.0	166	0.0	0.0	0.0	0.0	0.0	0.0	-8.730619799503966	-18.54929747439254
WA1845.2	WA1845.2.jpg	British Artist (c.1620)	Portrait of a Lady	oil on canvas	195 x 136 cm				WA1845.2	Poole 1912, no. 429	The sitter has been identified as Elizabeth, daughter of Sir Christopher Kenn of Kenn Court, who married John Poulett and died in 1663. However, in early Bodleian catalogues, she is described as a member of the Duke of Bolton's family (Orde-Powlett), who presented to the Library on 9 July 1636 needlework of her own working representing scenes from the gospels, together with her own portrait. She is holding a panel of the Penitent Magdalen and has a pet squirrel on her arm.	Anonymous, British Artist c.1620	people, art, painting, one, religion, wear, adult, woman, veil, print, Renaissance, saint, dress, portrait, illustration, cape, child, old, god, gown	195.0	136	142.0	134.0	91.0	50.0	0.36	0.56	4.8455230293104465	-20.588299946166092
WA1845.30	WA1845.30.jpg	Thomas Bardwell (1704 - 1767)	Thomas Fermor, 1st Earl of Pomfret and Henrietta Louisa, Countess of Pomfret	oil on canvas	216 x 124 cm	Signed: <em>TBardwell.f.</em>and inscribed: <em>Thomas Farmor, Earl of Pomfret, and Henrietta Louisa Jeffreys, his Wife.</em>		Presented by the Countess of Pomfret, 1759	WA1845.30	Poole 1912, no. 456; Talley 1976-8, pp. 142-3	Thomas Fermor (1698-1753) succeeded as 2nd Baron Leominster in 1711 and was created Earl of Pomfret in 1721. He was Master of Horse to Queen Caroline from 1727 to 1737. He married Henrietta Louisa Jeffreys (1703-1761) in 1720. This portrait of the couple in peer's robes may have been painted to commemorate thirty years of married life and the parchment he is handing to her would have been the marriage settlement. After the death of her husband, Lady Pomfret bought the celebrated Arundel marbles from her son and presented them to the University of Oxford in 1755. Around 1757, she built a large town house in Arlington Street, designed by Sanderson Miller in the Gothic style. The frame was designed for Pomfret House.	Bardwell, Thomas 1704 - 1767	art, people, one, adult, religion, antique, no person, woman, retro, saint, illustration, baroque, wear, ancient, man, painting, royalty, god, church, old	216.0	124	230.0	230.0	230.0	0.0	0.0	0.9	0.6663892655303608	-4.738831198080187
WA1845.31	WA1845.31.jpg	Franco-Flemish Artist (late 17th century)	Charity	oil on canvas, rolled	123.5 x 101 cm				WA1845.31		Charity, traditionally shown with the children she nurtures, is dressed as a Roman matron and is presented in an austere indoor setting with a giant fluted column suggesting antique grandeur. A31 to A36 are from a series of the seven Virtues (Hope is missing), probably painted by a North European artist working in England. Groups of Virtues, or of the Liberal Arts, were popular elements in the decoration of libraries. The allegorical figures derive from the <i>Iconologia</i>of Cesare Ripa with variations from other print sources.	Anonymous, Franco-Flemish Artist late 17th century	people, adult, art, two, portrait, baby, painting, man, group, woman, boy, affection, child, one, religion, wear, furniture, veil, offspring, three	123.5	101	0.0	0.0	0.0	0.0	0.0	0.0	-0.030891442804982412	-10.34929871448344
WA1845.32	WA1845.32.jpg	Franco-Flemish Artist (late 17th century)	Faith	oil on canvas, rolled	122.5 x 101 cm				WA1845.32		Faith is shown with her attributes of a veil and chalice, here elaborately and finely rendered. The setting is a baroque church interior; two statues in niches depict Christ with the cross and a figure with a sword, probably St Paul. A31 to A36 are from a series of the seven Virtues (Hope is missing), probably painted by a North European artist working in England. Groups of Virtues, or of the Liberal Arts, were popular elements in the decoration of libraries. The allegorical figures derive from the <i>Iconologia</i>of Cesare Ripa with variations from other print sources.	Anonymous, Franco-Flemish Artist late 17th century	one, people, portrait, adult, woman, art, sit, wear, music, veil, furniture, painting, seat, musician, actress, weapon, retro, print, dress, bonnet	122.5	101	164.0	164.0	164.0	0.0	0.0	0.64	-8.872095658205474	-12.186122829768344
WA1845.33	WA1845.33.jpg	Franco-Flemish Artist (late 17th century)	Justice	oil on canvas	123 x 102 cm				WA1845.33		Traditionally depicted with a sword and scales, Justice appears here in an outdoor setting, before an archway with a sculptural decoration of a herm on the right. The decorative details (such as the jewels in her hair and the ornate sword hilt) are in marked contrast to the figure's severe profile. A31 to A36 are from a series of the seven Virtues (Hope is missing), probably painted by a North European artist working in England. Groups of Virtues, or of the Liberal Arts, were popular elements in the decoration of libraries. The allegorical figures derive from the <i>Iconologia</i>of Cesare Ripa with variations from other print sources.	Anonymous, Franco-Flemish Artist late 17th century	people, art, one, adult, portrait, religion, man, painting, wear, woman, gown, leader, Renaissance, royalty, baroque, veil, music, engraving, position, writer	123.0	102	170.0	170.0	170.0	0.0	0.0	0.67	0.6762137595194343	-11.203573779960509
WA1845.34	WA1845.34.jpg	Franco-Flemish Artist (late 17th century)	Fortitude	oil on canvas, rolled	123.5 x 105 cm				WA1845.34		Fortitude in a helmet, accompanied by a lion, holds a long club, normally an attribute of Hercules, who is associated with this virtue. A statue of Hercules is visible on the right. A31 to A36 are from a series of the seven Virtues (Hope is missing), probably painted by a North European artist working in England. Groups of Virtues, or of the Liberal Arts, were popular elements in the decoration of libraries. The allegorical figures derive from the <i>Iconologia</i>of Cesare Ripa with variations from other print sources.	Anonymous, Franco-Flemish Artist late 17th century	people, adult, one, art, wear, man, portrait, veil, weapon, woman, military, two, war, shirtless, retro, royalty, actor, music, costume, combat	123.5	105	170.0	170.0	170.0	0.0	0.0	0.67	-0.5454617700344457	-11.952906481239772
WA1845.35	WA1845.35.jpg	Franco-Flemish Artist (late 17th century)	Temperance	oil on canvas	122.5 x 102 cm				WA1845.35		Temperance is shown as a woman with a bridle, in an elaborate garden setting including an antique vase and a fountain with river-gods. A31 to A36 are from a series of the seven Virtues (Hope is missing), probably painted by a North European artist working in England. Groups of Virtues, or of the Liberal Arts, were popular elements in the decoration of libraries. The allegorical figures derive from the <i>Iconologia</i>of Cesare Ripa with variations from other print sources. A35 and A36 are more Italianate in taste than the others in the series and may have been by a different artist in the same workshop.	Anonymous, Franco-Flemish Artist late 17th century	people, adult, one, two, portrait, art, woman, group, music, wear, man, musician, painting, three, actress, boy, child, facial expression, sit, administration	122.5	102	0.0	0.0	0.0	0.0	0.0	0.0	-11.896107562714944	-6.137706761288143
WA1845.36	WA1845.36.jpg	Franco-Flemish Artist (late 17th century)	Prudence	oil on canvas	122.5 x 100 cm				WA1845.36		As with A35, Prudence appears in a lavish outdoor setting with antique references, including a temple with what appear to be two caryatids. Her traditional attributes are a mirror, symbolising truth, and a snake, the symbol of wisdom. A31 to A36 are from a series of the seven Virtues (Hope is missing), probably painted by a North European artist working in England. Groups of Virtues, or of the Liberal Arts, were popular elements in the decoration of libraries. The allegorical figures derive from the <i>Iconologia</i>of Cesare Ripa with variations from other print sources. A35 and A36 are more Italianate in taste than the others in the series and may have been by a different artist in the same workshop.	Anonymous, Franco-Flemish Artist late 17th century	people, one, adult, art, portrait, music, woman, wear, musician, sit, painting, instrument, man, two, veil, facial hair, singer, print, weapon, retro	122.5	100	170.0	170.0	170.0	0.0	0.0	0.67	-0.27301557172831875	-11.707095762708974
